amfi_code,scheme_name,nav_date,nav
118632,Nippon_Large_Cap,2022-01-03,42.8339
118632,Nippon_Large_Cap,2022-01-04,42.8033
118632,Nippon_Large_Cap,2022-01-05,43.0564
118632,Nippon_Large_Cap,2022-01-06,43.2088
118632,Nippon_Large_Cap,2022-01-07,42.9585
118632,Nippon_Large_Cap,2022-01-10,43.2317
118632,Nippon_Large_Cap,2022-01-11,42.9173
118632,Nippon_Large_Cap,2022-01-12,42.931
118632,Nippon_Large_Cap,2022-01-13,43.2007
118632,Nippon_Large_Cap,2022-01-14,43.3999
118632,Nippon_Large_Cap,2022-01-17,43.1645
118632,Nippon_Large_Cap,2022-01-18,43.6453
118632,Nippon_Large_Cap,2022-01-19,43.7012
118632,Nippon_Large_Cap,2022-01-20,44.0112
118632,Nippon_Large_Cap,2022-01-21,44.6318
118632,Nippon_Large_Cap,2022-01-24,45.0971
118632,Nippon_Large_Cap,2022-01-25,45.5683
118632,Nippon_Large_Cap,2022-01-26,45.6693
118632,Nippon_Large_Cap,2022-01-27,46.0139
118632,Nippon_Large_Cap,2022-01-28,46.1245
118632,Nippon_Large_Cap,2022-01-31,45.6587
118632,Nippon_Large_Cap,2022-02-01,45.8044
118632,Nippon_Large_Cap,2022-02-02,45.9318
118632,Nippon_Large_Cap,2022-02-03,46.1927
118632,Nippon_Large_Cap,2022-02-04,46.1644
118632,Nippon_Large_Cap,2022-02-07,45.8791
118632,Nippon_Large_Cap,2022-02-08,46.1693
118632,Nippon_Large_Cap,2022-02-09,45.6612
118632,Nippon_Large_Cap,2022-02-10,46.2763
118632,Nippon_Large_Cap,2022-02-11,46.2058
118632,Nippon_Large_Cap,2022-02-14,46.3298
118632,Nippon_Large_Cap,2022-02-15,46.5826
118632,Nippon_Large_Cap,2022-02-16,46.8501
118632,Nippon_Large_Cap,2022-02-17,46.2954
118632,Nippon_Large_Cap,2022-02-18,46.6572
118632,Nippon_Large_Cap,2022-02-21,46.8062
118632,Nippon_Large_Cap,2022-02-22,46.5687
118632,Nippon_Large_Cap,2022-02-23,46.2857
118632,Nippon_Large_Cap,2022-02-24,46.1734
118632,Nippon_Large_Cap,2022-02-25,45.6711
118632,Nippon_Large_Cap,2022-02-28,46.394
118632,Nippon_Large_Cap,2022-03-01,47.0303
118632,Nippon_Large_Cap,2022-03-02,47.2424
118632,Nippon_Large_Cap,2022-03-03,47.1738
118632,Nippon_Large_Cap,2022-03-04,47.1161
118632,Nippon_Large_Cap,2022-03-07,47.4567
118632,Nippon_Large_Cap,2022-03-08,48.223
118632,Nippon_Large_Cap,2022-03-09,48.0058
118632,Nippon_Large_Cap,2022-03-10,47.5595
118632,Nippon_Large_Cap,2022-03-11,48.2379
118632,Nippon_Large_Cap,2022-03-14,47.5081
118632,Nippon_Large_Cap,2022-03-15,47.1117
118632,Nippon_Large_Cap,2022-03-16,47.0335
118632,Nippon_Large_Cap,2022-03-17,46.4146
118632,Nippon_Large_Cap,2022-03-18,46.8963
118632,Nippon_Large_Cap,2022-03-21,47.2764
118632,Nippon_Large_Cap,2022-03-22,47.0617
118632,Nippon_Large_Cap,2022-03-23,47.6203
118632,Nippon_Large_Cap,2022-03-24,48.2578
118632,Nippon_Large_Cap,2022-03-25,48.2345
