amfi_code,scheme_name,nav_date,nav
119551,SBI_Bluechip,2022-01-03,54.3856
119551,SBI_Bluechip,2022-01-04,54.3474
119551,SBI_Bluechip,2022-01-05,54.6869
119551,SBI_Bluechip,2022-01-06,55.455
119551,SBI_Bluechip,2022-01-07,55.3692
119551,SBI_Bluechip,2022-01-10,55.2835
119551,SBI_Bluechip,2022-01-11,56.0878
119551,SBI_Bluechip,2022-01-12,56.4978
119551,SBI_Bluechip,2022-01-13,56.2934
119551,SBI_Bluechip,2022-01-14,56.5926
119551,SBI_Bluechip,2022-01-17,56.3908
119551,SBI_Bluechip,2022-01-18,56.1887
119551,SBI_Bluechip,2022-01-19,56.3378
119551,SBI_Bluechip,2022-01-20,55.4237
119551,SBI_Bluechip,2022-01-21,54.6151
119551,SBI_Bluechip,2022-01-24,54.373
119551,SBI_Bluechip,2022-01-25,53.9173
119551,SBI_Bluechip,2022-01-26,54.0948
119551,SBI_Bluechip,2022-01-27,53.6911
119551,SBI_Bluechip,2022-01-28,53.0538
119551,SBI_Bluechip,2022-01-31,53.7718
119551,SBI_Bluechip,2022-02-01,53.6925
119551,SBI_Bluechip,2022-02-02,53.7522
119551,SBI_Bluechip,2022-02-03,53.1084
119551,SBI_Bluechip,2022-02-04,52.8813
119551,SBI_Bluechip,2022-02-07,52.9604
119551,SBI_Bluechip,2022-02-08,52.4526
119551,SBI_Bluechip,2022-02-09,52.6538
119551,SBI_Bluechip,2022-02-10,52.4027
119551,SBI_Bluechip,2022-02-11,52.295
119551,SBI_Bluechip,2022-02-14,52.0451
119551,SBI_Bluechip,2022-02-15,52.9295
119551,SBI_Bluechip,2022-02-16,52.9506
119551,SBI_Bluechip,2022-02-17,52.486
119551,SBI_Bluechip,2022-02-18,52.8954
119551,SBI_Bluechip,2022-02-21,52.3559
119551,SBI_Bluechip,2022-02-22,52.4795
119551,SBI_Bluechip,2022-02-23,51.607
119551,SBI_Bluechip,2022-02-24,51.0323
119551,SBI_Bluechip,2022-02-25,51.1474
119551,SBI_Bluechip,2022-02-28,51.5081
119551,SBI_Bluechip,2022-03-01,51.6126
119551,SBI_Bluechip,2022-03-02,51.5866
119551,SBI_Bluechip,2022-03-03,51.4764
119551,SBI_Bluechip,2022-03-04,50.8357
119551,SBI_Bluechip,2022-03-07,50.5401
119551,SBI_Bluechip,2022-03-08,50.3612
119551,SBI_Bluechip,2022-03-09,50.8591
119551,SBI_Bluechip,2022-03-10,51.0398
119551,SBI_Bluechip,2022-03-11,50.2783
119551,SBI_Bluechip,2022-03-14,50.4482
119551,SBI_Bluechip,2022-03-15,50.3031
119551,SBI_Bluechip,2022-03-16,50.0295
119551,SBI_Bluechip,2022-03-17,50.3261
119551,SBI_Bluechip,2022-03-18,50.8119
119551,SBI_Bluechip,2022-03-21,51.2574
119551,SBI_Bluechip,2022-03-22,50.9057
119551,SBI_Bluechip,2022-03-23,50.7933
119551,SBI_Bluechip,2022-03-24,50.9682
119551,SBI_Bluechip,2022-03-25,51.4351
119551,SBI_Bluechip,2022-03-28,51.2446
119551,SBI_Bluechip,2022-03-29,51.1872
119551,SBI_Bluechip,2022-03-30,50.7163
119551,SBI_Bluechip,2022-03-31,50.21
119551,SBI_Bluechip,2022-04-01,50.5972
119551,SBI_Bluechip,2022-04-04,51.2324
119551,SBI_Bluechip,2022-04-05,51.2263
119551,SBI_Bluechip,2022-04-06,51.7084
119551,SBI_Bluechip,2022-04-07,51.9003
119551,SBI_Bluechip,2022-04-08,51.6325
119551,SBI_Bluechip,2022-04-11,51.8241
119551,SBI_Bluechip,2022-04-12,52.5589
119551,SBI_Bluechip,2022-04-13,52.5694
119551,SBI_Bluechip,2022-04-14,53.3273
119551,SBI_Bluechip,2022-04-15,52.1363
119551,SBI_Bluechip,2022-04-18,52.5427
119551,SBI_Bluechip,2022-04-19,52.6102
119551,SBI_Bluechip,2022-04-20,52.4987
119551,SBI_Bluechip,2022-04-21,52.5683
119551,SBI_Bluechip,2022-04-22,51.6815
119551,SBI_Bluechip,2022-04-25,51.6081
119551,SBI_Bluechip,2022-04-26,51.7976
119551,SBI_Bluechip,2022-04-27,52.5042
119551,SBI_Bluechip,2022-04-28,52.2918
119551,SBI_Bluechip,2022-04-29,51.947
119551,SBI_Bluechip,2022-05-02,51.7444
119551,SBI_Bluechip,2022-05-03,52.1907
119551,SBI_Bluechip,2022-05-04,52.3692
119551,SBI_Bluechip,2022-05-05,52.152
119551,SBI_Bluechip,2022-05-06,52.4157
119551,SBI_Bluechip,2022-05-09,52.4876
119551,SBI_Bluechip,2022-05-10,52.9653
119551,SBI_Bluechip,2022-05-11,52.6655
119551,SBI_Bluechip,2022-05-12,52.5406
119551,SBI_Bluechip,2022-05-13,52.3863
119551,SBI_Bluechip,2022-05-16,51.7412
119551,SBI_Bluechip,2022-05-17,51.9032
119551,SBI_Bluechip,2022-05-18,52.0497
119551,SBI_Bluechip,2022-05-19,52.0789
119551,SBI_Bluechip,2022-05-20,51.9981
119551,SBI_Bluechip,2022-05-23,51.3796
119551,SBI_Bluechip,2022-05-24,51.2157
119551,SBI_Bluechip,2022-05-25,51.0875
119551,SBI_Bluechip,2022-05-26,50.7535
119551,SBI_Bluechip,2022-05-27,50.7075
119551,SBI_Bluechip,2022-05-30,50.9148
119551,SBI_Bluechip,2022-05-31,51.7955
119551,SBI_Bluechip,2022-06-01,51.9021
119551,SBI_Bluechip,2022-06-02,52.047
119551,SBI_Bluechip,2022-06-03,52.0396
119551,SBI_Bluechip,2022-06-06,51.1928
119551,SBI_Bluechip,2022-06-07,51.2073
119551,SBI_Bluechip,2022-06-08,51.2609
119551,SBI_Bluechip,2022-06-09,52.4137
119551,SBI_Bluechip,2022-06-10,52.3519
119551,SBI_Bluechip,2022-06-13,52.5184
119551,SBI_Bluechip,2022-06-14,52.5294
119551,SBI_Bluechip,2022-06-15,52.0176
119551,SBI_Bluechip,2022-06-16,52.5716
119551,SBI_Bluechip,2022-06-17,52.9487
119551,SBI_Bluechip,2022-06-20,53.3469
119551,SBI_Bluechip,2022-06-21,52.9481
119551,SBI_Bluechip,2022-06-22,53.6349
119551,SBI_Bluechip,2022-06-23,53.0032
119551,SBI_Bluechip,2022-06-24,53.3057
119551,SBI_Bluechip,2022-06-27,54.3735
119551,SBI_Bluechip,2022-06-28,53.9284
119551,SBI_Bluechip,2022-06-29,53.6874
119551,SBI_Bluechip,2022-06-30,53.7624
119551,SBI_Bluechip,2022-07-01,53.5518
119551,SBI_Bluechip,2022-07-04,52.8517
119551,SBI_Bluechip,2022-07-05,52.9109
119551,SBI_Bluechip,2022-07-06,52.4446
119551,SBI_Bluechip,2022-07-07,52.6913
119551,SBI_Bluechip,2022-07-08,52.2927
119551,SBI_Bluechip,2022-07-11,53.0398
119551,SBI_Bluechip,2022-07-12,52.7019
119551,SBI_Bluechip,2022-07-13,52.5795
119551,SBI_Bluechip,2022-07-14,52.9854
119551,SBI_Bluechip,2022-07-15,52.4404
119551,SBI_Bluechip,2022-07-18,52.5728
119551,SBI_Bluechip,2022-07-19,53.2098
119551,SBI_Bluechip,2022-07-20,52.4879
119551,SBI_Bluechip,2022-07-21,52.6005
119551,SBI_Bluechip,2022-07-22,52.7484
119551,SBI_Bluechip,2022-07-25,53.1408
119551,SBI_Bluechip,2022-07-26,52.5914
119551,SBI_Bluechip,2022-07-27,52.0093
119551,SBI_Bluechip,2022-07-28,52.2762
119551,SBI_Bluechip,2022-07-29,52.4404
119551,SBI_Bluechip,2022-08-01,52.5835
119551,SBI_Bluechip,2022-08-02,52.7716
119551,SBI_Bluechip,2022-08-03,52.4831
119551,SBI_Bluechip,2022-08-04,52.6179
119551,SBI_Bluechip,2022-08-05,52.7813
119551,SBI_Bluechip,2022-08-08,52.4768
119551,SBI_Bluechip,2022-08-09,53.375
119551,SBI_Bluechip,2022-08-10,53.6262
119551,SBI_Bluechip,2022-08-11,53.0931
119551,SBI_Bluechip,2022-08-12,53.429
119551,SBI_Bluechip,2022-08-15,52.999
119551,SBI_Bluechip,2022-08-16,53.3957
119551,SBI_Bluechip,2022-08-17,53.9719
